datetime, duration, protocol, src, src_port, dst, dst_port, src_bytes, dst_bytes,
04/16-05:53:06.445, 0:00:00.000279, TCP, 9.246.85.82, 56785, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.446, 0:00:00.000282, TCP, 9.246.85.82, 16063, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.448, 0:00:00.000236, TCP, 9.246.85.82, 31743, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.450, 0:00:00.000226, TCP, 9.246.85.82, 61343, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.452, 0:00:00.000308, TCP, 9.246.85.82, 34043, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.453, 0:00:00.000352, TCP, 9.246.85.82, 18306, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.454, 0:00:00.000259, TCP, 9.246.85.82, 28816, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.455, 0:00:00.000190, TCP, 9.246.85.82, 20028, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.457, 0:00:00.000273, TCP, 9.246.85.82, 41640, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.457, 0:00:00.000188, TCP, 9.246.85.82, 65499, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.459, 0:00:00.000224, TCP, 9.246.85.82, 3084, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.460, 0:00:00.000200, TCP, 9.246.85.82, 51939, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.460, 0:00:00.000182, TCP, 9.246.85.82, 52157, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.461, 0:00:00.000190, TCP, 9.246.85.82, 43328, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.462, 0:00:00.000192, TCP, 9.246.85.82, 60911, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.463, 0:00:00.000183, TCP, 9.246.85.82, 16608, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.464, 0:00:00.000209, TCP, 9.246.85.82, 58810, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.465, 0:00:00.000183, TCP, 9.246.85.82, 59495, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.466, 0:00:00.000200, TCP, 9.246.85.82, 8708, 192.168.136.128, 135, 0, 0.
04/16-05:53:06.467, 0:00:00.000181, TCP, 9.246.85.82, 10013, 192.168.136.128, 135, 0, 0.
