datetime,duration,protocol,src,src_port,dst,dst_port,src_bytes,dst_bytes,count,srv_count
04/16-05:53:07.110, 0:00:00.000189, TCP, 9.246.85.82, 5356, 192.168.136.128, 135, 0, 0.,693,693
04/16-05:53:07.111, 0:00:00.000197, TCP, 9.246.85.82, 61831, 192.168.136.128, 135, 0, 0.,694,694
04/16-05:53:07.112, 0:00:00.000192, TCP, 9.246.85.82, 34497, 192.168.136.128, 135, 0, 0.,695,695
04/16-05:53:07.113, 0:00:00.000104, TCP, 9.246.85.82, 27169, 192.168.136.128, 135, 0, 0.,696,696
04/16-05:53:07.114, 0:00:00.000199, TCP, 9.246.85.82, 25360, 192.168.136.128, 135, 0, 0.,698,698
04/16-05:53:07.114, 0:00:00.000190, TCP, 9.246.85.82, 11245, 192.168.136.128, 135, 0, 0.,698,698
04/16-05:53:07.115, 0:00:00.000155, TCP, 9.246.85.82, 56897, 192.168.136.128, 135, 0, 0.,699,699
04/16-05:53:07.116, 0:00:00.000135, TCP, 9.246.85.82, 62622, 192.168.136.128, 135, 0, 0.,700,700
04/16-05:53:07.117, 0:00:00.000190, TCP, 9.246.85.82, 50914, 192.168.136.128, 135, 0, 0.,701,701
04/16-05:53:07.118, 0:00:00.000210, TCP, 9.246.85.82, 13047, 192.168.136.128, 135, 0, 0.,703,703
04/16-05:53:07.118, 0:00:00.000192, TCP, 9.246.85.82, 60246, 192.168.136.128, 135, 0, 0.,703,703
04/16-05:53:07.119, 0:00:00.000197, TCP, 9.246.85.82, 56645, 192.168.136.128, 135, 0, 0.,704,704
04/16-05:53:07.120, 0:00:00.000190, TCP, 9.246.85.82, 18134, 192.168.136.128, 135, 0, 0.,705,705
04/16-05:53:07.121, 0:00:00.000189, TCP, 9.246.85.82, 19538, 192.168.136.128, 135, 0, 0.,706,706
04/16-05:53:07.122, 0:00:00.000199, TCP, 9.246.85.82, 34752, 192.168.136.128, 135, 0, 0.,708,708
04/16-05:53:07.122, 0:00:00.000189, TCP, 9.246.85.82, 27716, 192.168.136.128, 135, 0, 0.,708,708
04/16-05:53:07.123, 0:00:00.000287, TCP, 9.246.85.82, 50259, 192.168.136.128, 135, 0, 0.,709,709
04/16-05:53:07.125, 0:00:00.000327, TCP, 9.246.85.82, 34281, 192.168.136.128, 135, 0, 0.,710,710
04/16-05:53:07.126, 0:00:00.000181, TCP, 9.246.85.82, 46586, 192.168.136.128, 135, 0, 0.,711,711
04/16-05:53:07.127, 0:00:00.000192, TCP, 9.246.85.82, 31875, 192.168.136.128, 135, 0, 0.,712,712
04/16-05:53:07.128, 0:00:00.000193, TCP, 9.246.85.82, 45154, 192.168.136.128, 135, 0, 0.,713,713
04/16-05:53:07.129, 0:00:00.000192, TCP, 9.246.85.82, 36909, 192.168.136.128, 135, 0, 0.,714,714
04/16-05:53:07.130, 0:00:00.000245, TCP, 9.246.85.82, 46648, 192.168.136.128, 135, 0, 0.,716,716
04/16-05:53:07.130, 0:00:00.000192, TCP, 9.246.85.82, 11295, 192.168.136.128, 135, 0, 0.,716,716
04/16-05:53:07.131, 0:00:00.000197, TCP, 9.246.85.82, 8249, 192.168.136.128, 135, 0, 0.,717,717
04/16-05:53:07.132, 0:00:00.000200, TCP, 9.246.85.82, 56681, 192.168.136.128, 135, 0, 0.,718,718
04/16-05:53:07.133, 0:00:00.000190, TCP, 9.246.85.82, 54495, 192.168.136.128, 135, 0, 0.,720,720
04/16-05:53:07.133, 0:00:00.000141, TCP, 9.246.85.82, 60540, 192.168.136.128, 135, 0, 0.,720,720
04/16-05:53:07.134, 0:00:00.000111, TCP, 9.246.85.82, 36567, 192.168.136.128, 135, 0, 0.,721,721
04/16-05:53:07.135, 0:00:00.000204, TCP, 9.246.85.82, 60869, 192.168.136.128, 135, 0, 0.,722,722
04/16-05:53:07.136, 0:00:00.000255, TCP, 9.246.85.82, 63548, 192.168.136.128, 135, 0, 0.,723,723
04/16-05:53:07.137, 0:00:00.000182, TCP, 9.246.85.82, 41305, 192.168.136.128, 135, 0, 0.,725,725
04/16-05:53:07.137, 0:00:00.000196, TCP, 9.246.85.82, 40763, 192.168.136.128, 135, 0, 0.,725,725
04/16-05:53:07.138, 0:00:00.000197, TCP, 9.246.85.82, 51264, 192.168.136.128, 135, 0, 0.,726,726
04/16-05:53:07.139, 0:00:00.000224, TCP, 9.246.85.82, 65178, 192.168.136.128, 135, 0, 0.,727,727
04/16-05:53:07.140, 0:00:00.000213, TCP, 9.246.85.82, 44578, 192.168.136.128, 135, 0, 0.,728,728
04/16-05:53:07.141, 0:00:00.000197, TCP, 9.246.85.82, 11895, 192.168.136.128, 135, 0, 0.,729,729
04/16-05:53:07.142, 0:00:00.000103, TCP, 9.246.85.82, 63371, 192.168.136.128, 135, 0, 0.,731,731
04/16-05:53:07.142, 0:00:00.000164, TCP, 9.246.85.82, 18026, 192.168.136.128, 135, 0, 0.,731,731
04/16-05:53:07.143, 0:00:00.000242, TCP, 9.246.85.82, 640, 192.168.136.128, 135, 0, 0.,732,732
04/16-05:53:07.144, 0:00:00.000198, TCP, 9.246.85.82, 5537, 192.168.136.128, 135, 0, 0.,733,733
04/16-05:53:07.145, 0:00:00.000192, TCP, 9.246.85.82, 15735, 192.168.136.128, 135, 0, 0.,734,734
04/16-05:53:07.146, 0:00:00.000106, TCP, 9.246.85.82, 16485, 192.168.136.128, 135, 0, 0.,736,736
04/16-05:53:07.146, 0:00:00.000231, TCP, 9.246.85.82, 19821, 192.168.136.128, 135, 0, 0.,736,736
04/16-05:53:07.147, 0:00:00.000246, TCP, 9.246.85.82, 1231, 192.168.136.128, 135, 0, 0.,737,737
04/16-05:53:07.148, 0:00:00.000215, TCP, 9.246.85.82, 45536, 192.168.136.128, 135, 0, 0.,738,738
04/16-05:53:07.149, 0:00:00.000198, TCP, 9.246.85.82, 24396, 192.168.136.128, 135, 0, 0.,739,739
04/16-05:53:07.150, 0:00:00.000186, TCP, 9.246.85.82, 21540, 192.168.136.128, 135, 0, 0.,740,740
04/16-05:53:07.151, 0:00:00.000189, TCP, 9.246.85.82, 42592, 192.168.136.128, 135, 0, 0.,742,742
04/16-05:53:07.151, 0:00:00.000204, TCP, 9.246.85.82, 52520, 192.168.136.128, 135, 0, 0.,742,742
04/16-05:53:07.152, 0:00:00.000124, TCP, 9.246.85.82, 7203, 192.168.136.128, 135, 0, 0.,743,743
04/16-05:53:07.153, 0:00:00.000185, TCP, 9.246.85.82, 30555, 192.168.136.128, 135, 0, 0.,744,744
04/16-05:53:07.154, 0:00:00.000205, TCP, 9.246.85.82, 63580, 192.168.136.128, 135, 0, 0.,745,745
04/16-05:53:07.155, 0:00:00.000206, TCP, 9.246.85.82, 28962, 192.168.136.128, 135, 0, 0.,747,747
04/16-05:53:07.155, 0:00:00.000120, TCP, 9.246.85.82, 3923, 192.168.136.128, 135, 0, 0.,747,747
04/16-05:53:07.156, 0:00:00.000230, TCP, 9.246.85.82, 33274, 192.168.136.128, 135, 0, 0.,748,748
04/16-05:53:07.157, 0:00:00.000201, TCP, 9.246.85.82, 41340, 192.168.136.128, 135, 0, 0.,749,749
04/16-05:53:07.158, 0:00:00.000210, TCP, 9.246.85.82, 55879, 192.168.136.128, 135, 0, 0.,750,750
04/16-05:53:07.159, 0:00:00.000257, TCP, 9.246.85.82, 15065, 192.168.136.128, 135, 0, 0.,751,751
04/16-05:53:07.160, 0:00:00.000206, TCP, 9.246.85.82, 47614, 192.168.136.128, 135, 0, 0.,752,752
04/16-05:53:07.161, 0:00:00.000194, TCP, 9.246.85.82, 23889, 192.168.136.128, 135, 0, 0.,754,754
04/16-05:53:07.161, 0:00:00.000190, TCP, 9.246.85.82, 8794, 192.168.136.128, 135, 0, 0.,754,754
04/16-05:53:07.162, 0:00:00.000207, TCP, 9.246.85.82, 61948, 192.168.136.128, 135, 0, 0.,755,755
04/16-05:53:07.163, 0:00:00.000191, TCP, 9.246.85.82, 46108, 192.168.136.128, 135, 0, 0.,756,756
04/16-05:53:07.164, 0:00:00.000197, TCP, 9.246.85.82, 28313, 192.168.136.128, 135, 0, 0.,758,758
04/16-05:53:07.164, 0:00:00.000230, TCP, 9.246.85.82, 32371, 192.168.136.128, 135, 0, 0.,758,758
04/16-05:53:07.165, 0:00:00.000113, TCP, 9.246.85.82, 30933, 192.168.136.128, 135, 0, 0.,759,759
04/16-05:53:07.166, 0:00:00.000196, TCP, 9.246.85.82, 53526, 192.168.136.128, 135, 0, 0.,760,760
04/16-05:53:07.167, 0:00:00.000202, TCP, 9.246.85.82, 49003, 192.168.136.128, 135, 0, 0.,761,761
04/16-05:53:07.168, 0:00:00.000183, TCP, 9.246.85.82, 19530, 192.168.136.128, 135, 0, 0.,763,763
04/16-05:53:07.168, 0:00:00.000199, TCP, 9.246.85.82, 15046, 192.168.136.128, 135, 0, 0.,763,763
04/16-05:53:07.169, 0:00:00.000229, TCP, 9.246.85.82, 51742, 192.168.136.128, 135, 0, 0.,764,764
04/16-05:53:07.170, 0:00:00.000223, TCP, 9.246.85.82, 28922, 192.168.136.128, 135, 0, 0.,765,765
04/16-05:53:07.171, 0:00:00.000187, TCP, 9.246.85.82, 46366, 192.168.136.128, 135, 0, 0.,766,766
04/16-05:53:07.172, 0:00:00.000105, TCP, 9.246.85.82, 47468, 192.168.136.128, 135, 0, 0.,767,767
04/16-05:53:07.173, 0:00:00.000192, TCP, 9.246.85.82, 26446, 192.168.136.128, 135, 0, 0.,769,769
04/16-05:53:07.173, 0:00:00.000290, TCP, 9.246.85.82, 62174, 192.168.136.128, 135, 0, 0.,769,769
04/16-05:53:07.174, 0:00:00.000206, TCP, 9.246.85.82, 26514, 192.168.136.128, 135, 0, 0.,770,770
04/16-05:53:07.175, 0:00:00.000228, TCP, 9.246.85.82, 11573, 192.168.136.128, 135, 0, 0.,771,771
04/16-05:53:07.176, 0:00:00.000217, TCP, 9.246.85.82, 50175, 192.168.136.128, 135, 0, 0.,772,772
04/16-05:53:07.177, 0:00:00.000194, TCP, 9.246.85.82, 9633, 192.168.136.128, 135, 0, 0.,774,774
04/16-05:53:07.177, 0:00:00.000194, TCP, 9.246.85.82, 52390, 192.168.136.128, 135, 0, 0.,774,774
04/16-05:53:07.178, 0:00:00.000233, TCP, 9.246.85.82, 62606, 192.168.136.128, 135, 0, 0.,775,775
04/16-05:53:07.179, 0:00:00.000153, TCP, 9.246.85.82, 3618, 192.168.136.128, 135, 0, 0.,776,776
04/16-05:53:07.180, 0:00:00.000202, TCP, 9.246.85.82, 61296, 192.168.136.128, 135, 0, 0.,777,777
04/16-05:53:07.181, 0:00:00.000224, TCP, 9.246.85.82, 52950, 192.168.136.128, 135, 0, 0.,779,779
04/16-05:53:07.181, 0:00:00.000172, TCP, 9.246.85.82, 6300, 192.168.136.128, 135, 0, 0.,779,779
04/16-05:53:07.182, 0:00:00.000189, TCP, 9.246.85.82, 30566, 192.168.136.128, 135, 0, 0.,780,780
04/16-05:53:07.183, 0:00:00.000180, TCP, 9.246.85.82, 35757, 192.168.136.128, 135, 0, 0.,781,781
04/16-05:53:07.184, 0:00:00.000107, TCP, 9.246.85.82, 35433, 192.168.136.128, 135, 0, 0.,783,783
04/16-05:53:07.184, 0:00:00.000187, TCP, 9.246.85.82, 13704, 192.168.136.128, 135, 0, 0.,783,783
04/16-05:53:07.185, 0:00:00.000208, TCP, 9.246.85.82, 48524, 192.168.136.128, 135, 0, 0.,784,784
04/16-05:53:07.186, 0:00:00.000200, TCP, 9.246.85.82, 3410, 192.168.136.128, 135, 0, 0.,785,785
04/16-05:53:07.187, 0:00:00.000186, TCP, 9.246.85.82, 60552, 192.168.136.128, 135, 0, 0.,786,786
04/16-05:53:07.188, 0:00:00.000116, TCP, 9.246.85.82, 8532, 192.168.136.128, 135, 0, 0.,787,787
04/16-05:53:07.189, 0:00:00.000214, TCP, 9.246.85.82, 48253, 192.168.136.128, 135, 0, 0.,789,789
04/16-05:53:07.189, 0:00:00.000222, TCP, 9.246.85.82, 11215, 192.168.136.128, 135, 0, 0.,789,789
04/16-05:53:07.190, 0:00:00.000239, TCP, 9.246.85.82, 51373, 192.168.136.128, 135, 0, 0.,790,790
04/16-05:53:07.191, 0:00:00.000198, TCP, 9.246.85.82, 55489, 192.168.136.128, 135, 0, 0.,791,791
04/16-05:53:07.192, 0:00:00.000193, TCP, 9.246.85.82, 57274, 192.168.136.128, 135, 0, 0.,792,792
04/16-05:53:07.193, 0:00:00.000187, TCP, 9.246.85.82, 27575, 192.168.136.128, 135, 0, 0.,794,794
04/16-05:53:07.193, 0:00:00.000190, TCP, 9.246.85.82, 24341, 192.168.136.128, 135, 0, 0.,794,794
04/16-05:53:07.194, 0:00:00.000191, TCP, 9.246.85.82, 61702, 192.168.136.128, 135, 0, 0.,795,795
04/16-05:53:07.195, 0:00:00.000195, TCP, 9.246.85.82, 689, 192.168.136.128, 135, 0, 0.,796,796
04/16-05:53:07.196, 0:00:00.000192, TCP, 9.246.85.82, 65414, 192.168.136.128, 135, 0, 0.,798,798
04/16-05:53:07.196, 0:00:00.000160, TCP, 9.246.85.82, 10243, 192.168.136.128, 135, 0, 0.,798,798
04/16-05:53:07.197, 0:00:00.000104, TCP, 9.246.85.82, 14635, 192.168.136.128, 135, 0, 0.,799,799
04/16-05:53:07.198, 0:00:00.000198, TCP, 9.246.85.82, 12431, 192.168.136.128, 135, 0, 0.,800,800
04/16-05:53:07.199, 0:00:00.000186, TCP, 9.246.85.82, 62238, 192.168.136.128, 135, 0, 0.,801,801
04/16-05:53:07.200, 0:00:00.000142, TCP, 9.246.85.82, 63776, 192.168.136.128, 135, 0, 0.,802,802
04/16-05:53:07.201, 0:00:00.000310, TCP, 9.246.85.82, 28903, 192.168.136.128, 135, 0, 0.,803,803
04/16-05:53:07.202, 0:00:00.000345, TCP, 9.246.85.82, 32776, 192.168.136.128, 135, 0, 0.,804,804
04/16-05:53:07.203, 0:00:00.000284, TCP, 9.246.85.82, 5605, 192.168.136.128, 135, 0, 0.,805,805
04/16-05:53:07.205, 0:00:00.000202, TCP, 9.246.85.82, 5063, 192.168.136.128, 135, 0, 0.,807,807
04/16-05:53:07.205, 0:00:00.000191, TCP, 9.246.85.82, 5217, 192.168.136.128, 135, 0, 0.,807,807
04/16-05:53:07.206, 0:00:00.000189, TCP, 9.246.85.82, 46437, 192.168.136.128, 135, 0, 0.,808,808
04/16-05:53:07.207, 0:00:00.000229, TCP, 9.246.85.82, 33556, 192.168.136.128, 135, 0, 0.,809,809
04/16-05:53:07.208, 0:00:00.000192, TCP, 9.246.85.82, 51500, 192.168.136.128, 135, 0, 0.,810,810
04/16-05:53:07.209, 0:00:00.000192, TCP, 9.246.85.82, 33572, 192.168.136.128, 135, 0, 0.,812,812
04/16-05:53:07.209, 0:00:00.000188, TCP, 9.246.85.82, 58111, 192.168.136.128, 135, 0, 0.,812,812
04/16-05:53:07.210, 0:00:00.000163, TCP, 9.246.85.82, 30334, 192.168.136.128, 135, 0, 0.,813,813
04/16-05:53:07.211, 0:00:00.000212, TCP, 9.246.85.82, 62179, 192.168.136.128, 135, 0, 0.,814,814
04/16-05:53:07.212, 0:00:00.000115, TCP, 9.246.85.82, 2469, 192.168.136.128, 135, 0, 0.,815,815
04/16-05:53:07.213, 0:00:00.000193, TCP, 9.246.85.82, 133, 192.168.136.128, 135, 0, 0.,817,817
04/16-05:53:07.213, 0:00:00.000111, TCP, 9.246.85.82, 6717, 192.168.136.128, 135, 0, 0.,817,817
04/16-05:53:07.214, 0:00:00.000190, TCP, 9.246.85.82, 5691, 192.168.136.128, 135, 0, 0.,818,818
04/16-05:53:07.215, 0:00:00.000194, TCP, 9.246.85.82, 3478, 192.168.136.128, 135, 0, 0.,819,819
04/16-05:53:07.216, 0:00:00.000436, TCP, 9.246.85.82, 33383, 192.168.136.128, 135, 0, 0.,820,820
04/16-05:53:07.217, 0:00:00.000273, TCP, 9.246.85.82, 38589, 192.168.136.128, 135, 0, 0.,821,821
04/16-05:53:07.218, 0:00:00.000198, TCP, 9.246.85.82, 1370, 192.168.136.128, 135, 0, 0.,822,822
04/16-05:53:07.219, 0:00:00.000157, TCP, 9.246.85.82, 40926, 192.168.136.128, 135, 0, 0.,823,823
04/16-05:53:07.220, 0:00:00.000286, TCP, 9.246.85.82, 52345, 192.168.136.128, 135, 0, 0.,824,824
04/16-05:53:07.221, 0:00:00.000124, TCP, 9.246.85.82, 5169, 192.168.136.128, 135, 0, 0.,826,826
04/16-05:53:07.221, 0:00:00.000192, TCP, 9.246.85.82, 4144, 192.168.136.128, 135, 0, 0.,826,826
04/16-05:53:07.222, 0:00:00.000189, TCP, 9.246.85.82, 352, 192.168.136.128, 135, 0, 0.,827,827
04/16-05:53:07.223, 0:00:00.000115, TCP, 9.246.85.82, 32523, 192.168.136.128, 135, 0, 0.,828,828
04/16-05:53:07.224, 0:00:00.000229, TCP, 9.246.85.82, 614, 192.168.136.128, 135, 0, 0.,829,829
04/16-05:53:07.225, 0:00:00.002886, TCP, 9.246.85.82, 46783, 192.168.136.128, 135, 0, 0.,830,830
04/16-05:53:07.227, 0:00:00.000368, TCP, 9.246.85.82, 40412, 192.168.136.128, 135, 0, 0.,831,831
04/16-05:53:07.228, 0:00:00.000261, TCP, 9.246.85.82, 12929, 192.168.136.128, 135, 0, 0.,835,835
04/16-05:53:07.228, 0:00:00.000193, TCP, 9.246.85.82, 63418, 192.168.136.128, 135, 0, 0.,835,835
04/16-05:53:07.228, 0:00:00.000131, TCP, 9.246.85.82, 47397, 192.168.136.128, 135, 0, 0.,835,835
04/16-05:53:07.228, 0:00:00.000117, TCP, 9.246.85.82, 41731, 192.168.136.128, 135, 0, 0.,835,835
04/16-05:53:07.229, 0:00:00.000225, TCP, 9.246.85.82, 26040, 192.168.136.128, 135, 0, 0.,836,836
04/16-05:53:07.230, 0:00:00.000199, TCP, 9.246.85.82, 16728, 192.168.136.128, 135, 0, 0.,837,837
04/16-05:53:07.231, 0:00:00.000194, TCP, 9.246.85.82, 7607, 192.168.136.128, 135, 0, 0.,838,838
04/16-05:53:07.232, 0:00:00.000234, TCP, 9.246.85.82, 14251, 192.168.136.128, 135, 0, 0.,840,840
04/16-05:53:07.232, 0:00:00.000204, TCP, 9.246.85.82, 46785, 192.168.136.128, 135, 0, 0.,840,840
04/16-05:53:07.233, 0:00:00.000193, TCP, 9.246.85.82, 4593, 192.168.136.128, 135, 0, 0.,841,841
04/16-05:53:07.234, 0:00:00.000192, TCP, 9.246.85.82, 19637, 192.168.136.128, 135, 0, 0.,842,842
04/16-05:53:07.235, 0:00:00.000177, TCP, 9.246.85.82, 14062, 192.168.136.128, 135, 0, 0.,844,844
04/16-05:53:07.235, 0:00:00.000187, TCP, 9.246.85.82, 39784, 192.168.136.128, 135, 0, 0.,844,844
04/16-05:53:07.236, 0:00:00.000200, TCP, 9.246.85.82, 56427, 192.168.136.128, 135, 0, 0.,845,845
04/16-05:53:07.237, 0:00:00.000195, TCP, 9.246.85.82, 33281, 192.168.136.128, 135, 0, 0.,846,846
04/16-05:53:07.238, 0:00:00.000195, TCP, 9.246.85.82, 46641, 192.168.136.128, 135, 0, 0.,847,847
04/16-05:53:07.239, 0:00:00.000112, TCP, 9.246.85.82, 36683, 192.168.136.128, 135, 0, 0.,849,849
04/16-05:53:07.239, 0:00:00.000204, TCP, 9.246.85.82, 10775, 192.168.136.128, 135, 0, 0.,849,849
04/16-05:53:07.240, 0:00:00.000242, TCP, 9.246.85.82, 29823, 192.168.136.128, 135, 0, 0.,850,850
04/16-05:53:07.241, 0:00:00.000198, TCP, 9.246.85.82, 36559, 192.168.136.128, 135, 0, 0.,851,851
04/16-05:53:07.242, 0:00:00.000224, TCP, 9.246.85.82, 51156, 192.168.136.128, 135, 0, 0.,852,852
04/16-05:53:07.243, 0:00:00.000221, TCP, 9.246.85.82, 55153, 192.168.136.128, 135, 0, 0.,854,854
04/16-05:53:07.243, 0:00:00.000197, TCP, 9.246.85.82, 43732, 192.168.136.128, 135, 0, 0.,854,854
04/16-05:53:07.244, 0:00:00.000194, TCP, 9.246.85.82, 17078, 192.168.136.128, 135, 0, 0.,855,855
04/16-05:53:07.245, 0:00:00.000190, TCP, 9.246.85.82, 7647, 192.168.136.128, 135, 0, 0.,856,856
04/16-05:53:07.246, 0:00:00.000197, TCP, 9.246.85.82, 58552, 192.168.136.128, 135, 0, 0.,858,858
04/16-05:53:07.246, 0:00:00.000186, TCP, 9.246.85.82, 17442, 192.168.136.128, 135, 0, 0.,858,858
04/16-05:53:07.247, 0:00:00.000274, TCP, 9.246.85.82, 14778, 192.168.136.128, 135, 0, 0.,859,859
04/16-05:53:07.248, 0:00:00.000221, TCP, 9.246.85.82, 32241, 192.168.136.128, 135, 0, 0.,860,860
04/16-05:53:07.249, 0:00:00.000199, TCP, 9.246.85.82, 31124, 192.168.136.128, 135, 0, 0.,861,861
04/16-05:53:07.250, 0:00:00.000114, TCP, 9.246.85.82, 29366, 192.168.136.128, 135, 0, 0.,862,862
04/16-05:53:07.251, 0:00:00.000193, TCP, 9.246.85.82, 51323, 192.168.136.128, 135, 0, 0.,864,864
04/16-05:53:07.251, 0:00:00.000185, TCP, 9.246.85.82, 40410, 192.168.136.128, 135, 0, 0.,864,864
04/16-05:53:07.252, 0:00:00.000198, TCP, 9.246.85.82, 49936, 192.168.136.128, 135, 0, 0.,865,865
04/16-05:53:07.253, 0:00:00.000204, TCP, 9.246.85.82, 47235, 192.168.136.128, 135, 0, 0.,866,866
04/16-05:53:07.254, 0:00:00.000193, TCP, 9.246.85.82, 29460, 192.168.136.128, 135, 0, 0.,868,868
04/16-05:53:07.254, 0:00:00.000213, TCP, 9.246.85.82, 44995, 192.168.136.128, 135, 0, 0.,868,868
04/16-05:53:07.255, 0:00:00.000234, TCP, 9.246.85.82, 18203, 192.168.136.128, 135, 0, 0.,869,869
04/16-05:53:07.256, 0:00:00.000126, TCP, 9.246.85.82, 31801, 192.168.136.128, 135, 0, 0.,870,870
04/16-05:53:07.257, 0:00:00.000148, TCP, 9.246.85.82, 55511, 192.168.136.128, 135, 0, 0.,871,871
04/16-05:53:07.258, 0:00:00.000198, TCP, 9.246.85.82, 41580, 192.168.136.128, 135, 0, 0.,873,873
04/16-05:53:07.258, 0:00:00.000191, TCP, 9.246.85.82, 61410, 192.168.136.128, 135, 0, 0.,873,873
04/16-05:53:07.259, 0:00:00.000189, TCP, 9.246.85.82, 51980, 192.168.136.128, 135, 0, 0.,874,874
04/16-05:53:07.260, 0:00:00.000186, TCP, 9.246.85.82, 21869, 192.168.136.128, 135, 0, 0.,875,875
04/16-05:53:07.261, 0:00:00.000236, TCP, 9.246.85.82, 64842, 192.168.136.128, 135, 0, 0.,877,877
04/16-05:53:07.261, 0:00:00.000198, TCP, 9.246.85.82, 47302, 192.168.136.128, 135, 0, 0.,877,877
04/16-05:53:07.262, 0:00:00.000223, TCP, 9.246.85.82, 1893, 192.168.136.128, 135, 0, 0.,878,878
04/16-05:53:07.263, 0:00:00.000181, TCP, 9.246.85.82, 8808, 192.168.136.128, 135, 0, 0.,879,879
04/16-05:53:07.264, 0:00:00.000235, TCP, 9.246.85.82, 59528, 192.168.136.128, 135, 0, 0.,880,880
04/16-05:53:07.265, 0:00:00.000190, TCP, 9.246.85.82, 4102, 192.168.136.128, 135, 0, 0.,881,881
04/16-05:53:07.266, 0:00:00.000110, TCP, 9.246.85.82, 57613, 192.168.136.128, 135, 0, 0.,883,883
04/16-05:53:07.266, 0:00:00.000213, TCP, 9.246.85.82, 32151, 192.168.136.128, 135, 0, 0.,883,883
04/16-05:53:07.267, 0:00:00.000192, TCP, 9.246.85.82, 5150, 192.168.136.128, 135, 0, 0.,884,884
04/16-05:53:07.268, 0:00:00.000192, TCP, 9.246.85.82, 37908, 192.168.136.128, 135, 0, 0.,886,886
04/16-05:53:07.268, 0:00:00.000207, TCP, 9.246.85.82, 11282, 192.168.136.128, 135, 0, 0.,886,886
04/16-05:53:07.269, 0:00:00.000112, TCP, 9.246.85.82, 56484, 192.168.136.128, 135, 0, 0.,887,887
04/16-05:53:07.270, 0:00:00.000194, TCP, 9.246.85.82, 62267, 192.168.136.128, 135, 0, 0.,888,888
04/16-05:53:07.271, 0:00:00.000212, TCP, 9.246.85.82, 60053, 192.168.136.128, 135, 0, 0.,889,889
04/16-05:53:07.272, 0:00:00.000172, TCP, 9.246.85.82, 32068, 192.168.136.128, 135, 0, 0.,891,891
04/16-05:53:07.272, 0:00:00.000195, TCP, 9.246.85.82, 46935, 192.168.136.128, 135, 0, 0.,891,891
04/16-05:53:07.273, 0:00:00.000235, TCP, 9.246.85.82, 21844, 192.168.136.128, 135, 0, 0.,892,892
04/16-05:53:07.274, 0:00:00.000196, TCP, 9.246.85.82, 38575, 192.168.136.128, 135, 0, 0.,893,893
04/16-05:53:07.275, 0:00:00.000182, TCP, 9.246.85.82, 55419, 192.168.136.128, 135, 0, 0.,894,894
04/16-05:53:07.276, 0:00:00.000219, TCP, 9.246.85.82, 42184, 192.168.136.128, 135, 0, 0.,895,895
04/16-05:53:07.277, 0:00:00.000215, TCP, 9.246.85.82, 24051, 192.168.136.128, 135, 0, 0.,897,897
04/16-05:53:07.277, 0:00:00.000195, TCP, 9.246.85.82, 3810, 192.168.136.128, 135, 0, 0.,897,897
04/16-05:53:07.278, 0:00:00.000141, TCP, 9.246.85.82, 4805, 192.168.136.128, 135, 0, 0.,898,898
04/16-05:53:07.279, 0:00:00.000233, TCP, 9.246.85.82, 64925, 192.168.136.128, 135, 0, 0.,899,899
04/16-05:53:07.280, 0:00:00.000211, TCP, 9.246.85.82, 6196, 192.168.136.128, 135, 0, 0.,900,900
04/16-05:53:07.281, 0:00:00.000148, TCP, 9.246.85.82, 37860, 192.168.136.128, 135, 0, 0.,901,901
04/16-05:53:07.282, 0:00:00.000134, TCP, 9.246.85.82, 13247, 192.168.136.128, 135, 0, 0.,902,902
04/16-05:53:07.283, 0:00:00.000201, TCP, 9.246.85.82, 22068, 192.168.136.128, 135, 0, 0.,904,904
04/16-05:53:07.283, 0:00:00.000237, TCP, 9.246.85.82, 29783, 192.168.136.128, 135, 0, 0.,904,904
04/16-05:53:07.284, 0:00:00.000195, TCP, 9.246.85.82, 30631, 192.168.136.128, 135, 0, 0.,905,905
04/16-05:53:07.285, 0:00:00.000198, TCP, 9.246.85.82, 40958, 192.168.136.128, 135, 0, 0.,906,906
04/16-05:53:07.286, 0:00:00.000118, TCP, 9.246.85.82, 26182, 192.168.136.128, 135, 0, 0.,907,907
04/16-05:53:07.287, 0:00:00.000194, TCP, 9.246.85.82, 23423, 192.168.136.128, 135, 0, 0.,909,909
04/16-05:53:07.287, 0:00:00.000208, TCP, 9.246.85.82, 26227, 192.168.136.128, 135, 0, 0.,909,909
04/16-05:53:07.288, 0:00:00.000151, TCP, 9.246.85.82, 28355, 192.168.136.128, 135, 0, 0.,910,910
04/16-05:53:07.289, 0:00:00.000189, TCP, 9.246.85.82, 18274, 192.168.136.128, 135, 0, 0.,911,911
04/16-05:53:07.290, 0:00:00.000214, TCP, 9.246.85.82, 41726, 192.168.136.128, 135, 0, 0.,912,912
04/16-05:53:07.291, 0:00:00.000243, TCP, 9.246.85.82, 2034, 192.168.136.128, 135, 0, 0.,914,914
04/16-05:53:07.291, 0:00:00.000198, TCP, 9.246.85.82, 48924, 192.168.136.128, 135, 0, 0.,914,914
04/16-05:53:07.292, 0:00:00.000203, TCP, 9.246.85.82, 31016, 192.168.136.128, 135, 0, 0.,915,915
04/16-05:53:07.293, 0:00:00.000192, TCP, 9.246.85.82, 48579, 192.168.136.128, 135, 0, 0.,916,916
04/16-05:53:07.294, 0:00:00.000226, TCP, 9.246.85.82, 44486, 192.168.136.128, 135, 0, 0.,917,917
